	SS	PromoterDistance	DistTerm	Distance	sameStrand	DownDistance	sameDownStrand	AAAA/TTTT	AAAC/GTTT	AAAG/CTTT	AAAT/ATTT	AACA/TGTT	AACC/GGTT	AACG/CGTT	AACT/AGTT	AAGA/TCTT	AAGC/GCTT	AAGG/CCTT	AAGT/ACTT	AATA/TATT	AATC/GATT	AATG/CATT	AATT/AATT	ACAA/TTGT	ACAC/GTGT	ACAG/CTGT	ACAT/ATGT	ACCA/TGGT	ACCC/GGGT	ACCG/CGGT	ACCT/AGGT	ACGA/TCGT	ACGC/GCGT	ACGG/CCGT	ACGT/ACGT	ACTA/TAGT	ACTC/GAGT	ACTG/CAGT	AGAA/TTCT	AGAC/GTCT	AGAG/CTCT	AGAT/ATCT	AGCA/TGCT	AGCC/GGCT	AGCG/CGCT	AGCT/AGCT	AGGA/TCCT	AGGC/GCCT	AGGG/CCCT	AGTA/TACT	AGTC/GACT	AGTG/CACT	ATAA/TTAT	ATAC/GTAT	ATAG/CTAT	ATAT/ATAT	ATCA/TGAT	ATCC/GGAT	ATCG/CGAT	ATGA/TCAT	ATGC/GCAT	ATGG/CCAT	ATTA/TAAT	ATTC/GAAT	ATTG/CAAT	CAAA/TTTG	CAAC/GTTG	CAAG/CTTG	CACA/TGTG	CACC/GGTG	CACG/CGTG	CAGA/TCTG	CAGC/GCTG	CAGG/CCTG	CATA/TATG	CATC/GATG	CATG/CATG	CCAA/TTGG	CCAC/GTGG	CCAG/CTGG	CCCA/TGGG	CCCC/GGGG	CCCG/CGGG	CCGA/TCGG	CCGC/GCGG	CCGG/CCGG	CCTA/TAGG	CCTC/GAGG	CGAA/TTCG	CGAC/GTCG	CGAG/CTCG	CGCA/TGCG	CGCC/GGCG	CGCG/CGCG	CGGA/TCCG	CGGC/GCCG	CGTA/TACG	CGTC/GACG	CTAA/TTAG	CTAC/GTAG	CTAG/CTAG	CTCA/TGAG	CTCC/GGAG	CTGA/TCAG	CTGC/GCAG	CTTA/TAAG	CTTC/GAAG	GAAA/TTTC	GAAC/GTTC	GACA/TGTC	GACC/GGTC	GAGA/TCTC	GAGC/GCTC	GATA/TATC	GATC/GATC	GCAA/TTGC	GCAC/GTGC	GCCA/TGGC	GCCC/GGGC	GCGA/TCGC	GCGC/GCGC	GCTA/TAGC	GGAA/TTCC	GGAC/GTCC	GGCA/TGCC	GGCC/GGCC	GGGA/TCCC	GGTA/TACC	GTAA/TTAC	GTAC/GTAC	GTCA/TGAC	GTGA/TCAC	GTTA/TAAC	TAAA/TTTA	TACA/TGTA	TAGA/TCTA	TATA/TATA	TCAA/TTGA	TCCA/TGGA	TCGA/TCGA	TGAA/TTCA	TGCA/TGCA	TTAA/TTAA
S_enterica_LT2_RAND_77	-92.1	-529	970	0	1	0	1	0.014319809069212411	0.011933174224343677	0.021479713603818618	0.00477326968973747	0.00477326968973747	0.016706443914081145	0.00954653937947494	0.011933174224343677	0.016706443914081145	0.007159904534606206	0.002386634844868735	0.016706443914081145	0.002386634844868735	0.00477326968973747	0.00477326968973747	0.0	0.0	0.002386634844868735	0.002386634844868735	0.007159904534606206	0.01431980906921241	0.007159904534606206	0.021479713603818618	0.014319809069212411	0.014319809069212411	0.002386634844868735	0.00954653937947494	0.002386634844868735	0.00477326968973747	0.00477326968973747	0.002386634844868735	0.016706443914081145	0.007159904534606206	0.002386634844868735	0.011933174224343677	0.002386634844868735	0.00954653937947494	0.007159904534606206	0.002386634844868735	0.0	0.007159904534606206	0.002386634844868735	0.00477326968973747	0.00954653937947494	0.002386634844868735	0.002386634844868735	0.00477326968973747	0.007159904534606206	0.002386634844868735	0.014319809069212411	0.002386634844868735	0.01909307875894988	0.002386634844868735	0.007159904534606206	0.00477326968973747	0.00477326968973747	0.0	0.002386634844868735	0.007159904534606206	0.016706443914081145	0.0	0.002386634844868735	0.01909307875894988	0.00477326968973747	0.014319809069212411	0.011933174224343677	0.016706443914081145	0.0	0.007159904534606206	0.00477326968973747	0.00477326968973747	0.011933174224343677	0.014319809069212411	0.00477326968973747	0.0	0.002386634844868735	0.00954653937947494	0.01431980906921241	0.002386634844868735	0.0	0.00477326968973747	0.016706443914081145	0.011933174224343677	0.014319809069212411	0.014319809069212411	0.007159904534606206	0.002386634844868735	0.00477326968973747	0.00954653937947494	0.00954653937947494	0.007159904534606206	0.0	0.002386634844868735	0.0	0.0	0.0	0.00954653937947494	0.01909307875894988	0.002386634844868735	0.01909307875894988	0.02386634844868735	0.011933174224343677	0.002386634844868735	0.00954653937947494	0.002386634844868735	0.00477326968973747	0.016706443914081145	0.00954653937947494	0.00477326968973747	0.002386634844868735	0.014319809069212411	0.002386634844868735	0.00954653937947494	0.00477326968973747	0.0	0.002386634844868735	0.002386634844868735	0.011933174224343677	0.002386634844868735	0.0	0.011933174224343677	0.007159904534606206	0.007159904534606206	0.007159904534606206	0.011933174224343675	0.002386634844868735	0.00477326968973747	0.002386634844868735	0.00477326968973747	0.0	0.016706443914081145	0.002386634844868735	0.014319809069212411	0.01909307875894988	0.002386634844868735	0.002386634844868735
S_enterica_LT2_RAND_225	-14.5	-6	554	0	1	0	1	0.035897435897435895	0.005128205128205128	0.015384615384615385	0.030769230769230767	0.0	0.010256410256410256	0.010256410256410256	0.010256410256410256	0.0	0.015384615384615385	0.005128205128205128	0.005128205128205128	0.02564102564102564	0.020512820512820513	0.015384615384615385	0.010256410256410256	0.005128205128205128	0.0	0.0	0.005128205128205128	0.0	0.0	0.005128205128205128	0.010256410256410256	0.010256410256410256	0.0	0.005128205128205128	0.0	0.005128205128205128	0.0	0.015384615384615385	0.0	0.005128205128205128	0.0	0.0	0.005128205128205128	0.015384615384615385	0.015384615384615385	0.0	0.010256410256410256	0.005128205128205128	0.0	0.005128205128205128	0.005128205128205128	0.005128205128205128	0.020512820512820513	0.0	0.015384615384615385	0.005128205128205128	0.030769230769230767	0.005128205128205128	0.015384615384615385	0.02564102564102564	0.020512820512820513	0.0	0.010256410256410256	0.020512820512820513	0.020512820512820513	0.015384615384615385	0.0	0.0	0.0	0.0	0.0	0.0	0.005128205128205128	0.010256410256410256	0.010256410256410256	0.015384615384615385	0.005128205128205128	0.0	0.0	0.010256410256410256	0.0	0.0	0.005128205128205128	0.010256410256410256	0.005128205128205128	0.0	0.0	0.010256410256410256	0.020512820512820513	0.005128205128205128	0.0	0.005128205128205128	0.005128205128205128	0.0	0.005128205128205128	0.005128205128205128	0.005128205128205128	0.0	0.005128205128205128	0.005128205128205128	0.0	0.010256410256410256	0.005128205128205128	0.015384615384615385	0.005128205128205128	0.005128205128205128	0.005128205128205128	0.005128205128205128	0.020512820512820513	0.010256410256410256	0.005128205128205128	0.0	0.005128205128205128	0.005128205128205128	0.005128205128205128	0.005128205128205128	0.0	0.005128205128205128	0.005128205128205128	0.010256410256410256	0.005128205128205128	0.010256410256410256	0.010256410256410256	0.0	0.0	0.0	0.0	0.0	0.005128205128205128	0.0	0.010256410256410256	0.005128205128205128	0.005128205128205128	0.03076923076923077	0.0	0.005128205128205128	0.005128205128205128	0.02564102564102564	0.005128205128205128	0.005128205128205128	0.020512820512820513	0.010256410256410256	0.010256410256410256
S_enterica_LT2_RAND_960	-19.1	0	1000	-355	0	0	1	0.04938271604938271	0.012345679012345678	0.012345679012345678	0.024691358024691357	0.006172839506172839	0.018518518518518517	0.006172839506172839	0.006172839506172839	0.018518518518518517	0.0	0.006172839506172839	0.006172839506172839	0.012345679012345678	0.012345679012345678	0.012345679012345678	0.006172839506172839	0.012345679012345678	0.006172839506172839	0.0	0.006172839506172839	0.006172839506172839	0.0	0.006172839506172839	0.006172839506172839	0.006172839506172839	0.006172839506172839	0.006172839506172839	0.0	0.006172839506172839	0.0	0.012345679012345678	0.006172839506172839	0.0	0.012345679012345678	0.018518518518518517	0.006172839506172839	0.006172839506172839	0.0	0.0	0.012345679012345678	0.012345679012345678	0.006172839506172839	0.006172839506172839	0.006172839506172839	0.006172839506172839	0.024691358024691357	0.006172839506172839	0.006172839506172839	0.006172839506172839	0.012345679012345678	0.006172839506172839	0.012345679012345678	0.0	0.018518518518518517	0.0	0.006172839506172839	0.0	0.018518518518518517	0.012345679012345678	0.006172839506172839	0.0	0.0	0.0	0.006172839506172839	0.006172839506172839	0.0	0.018518518518518517	0.006172839506172839	0.006172839506172839	0.0	0.006172839506172839	0.0	0.012345679012345678	0.0	0.0	0.0	0.0	0.018518518518518517	0.0	0.006172839506172839	0.006172839506172839	0.012345679012345678	0.0	0.006172839506172839	0.012345679012345678	0.024691358024691357	0.0	0.0	0.018518518518518517	0.006172839506172839	0.0	0.006172839506172839	0.006172839506172839	0.0	0.006172839506172839	0.0	0.018518518518518517	0.006172839506172839	0.0	0.018518518518518517	0.012345679012345678	0.006172839506172839	0.006172839506172839	0.0	0.012345679012345678	0.006172839506172839	0.006172839506172839	0.012345679012345678	0.006172839506172839	0.0	0.006172839506172839	0.006172839506172839	0.012345679012345678	0.0	0.006172839506172839	0.012345679012345678	0.0	0.0	0.006172839506172839	0.0	0.0	0.012345679012345678	0.0	0.012345679012345678	0.006172839506172839	0.012345679012345678	0.024691358024691357	0.012345679012345678	0.0	0.006172839506172839	0.012345679012345678	0.006172839506172839	0.006172839506172839	0.006172839506172839	0.006172839506172839	0.0
S_enterica_LT2_RAND_1057	-35.0	0	1000	0	0	0	0	0.011111111111111112	0.0	0.011111111111111112	0.016666666666666666	0.0	0.0	0.005555555555555556	0.0	0.0	0.011111111111111112	0.005555555555555556	0.011111111111111112	0.02777777777777778	0.011111111111111112	0.011111111111111112	0.005555555555555556	0.005555555555555556	0.0	0.016666666666666666	0.0	0.0	0.0	0.011111111111111112	0.0	0.0	0.011111111111111112	0.005555555555555556	0.005555555555555556	0.0	0.0	0.005555555555555556	0.005555555555555556	0.011111111111111112	0.0	0.005555555555555556	0.005555555555555556	0.022222222222222223	0.011111111111111112	0.0	0.022222222222222223	0.022222222222222223	0.005555555555555556	0.005555555555555556	0.005555555555555556	0.005555555555555556	0.022222222222222223	0.011111111111111112	0.005555555555555556	0.005555555555555556	0.016666666666666666	0.005555555555555556	0.005555555555555556	0.005555555555555556	0.005555555555555556	0.005555555555555556	0.027777777777777776	0.005555555555555556	0.011111111111111112	0.016666666666666666	0.0	0.005555555555555556	0.0	0.0	0.011111111111111112	0.011111111111111112	0.011111111111111112	0.016666666666666666	0.0	0.005555555555555556	0.0	0.0	0.011111111111111112	0.005555555555555556	0.005555555555555556	0.0	0.005555555555555556	0.022222222222222223	0.005555555555555556	0.0	0.005555555555555556	0.022222222222222223	0.005555555555555556	0.005555555555555556	0.016666666666666666	0.022222222222222223	0.005555555555555556	0.0	0.005555555555555556	0.011111111111111112	0.0	0.011111111111111112	0.011111111111111112	0.0	0.0	0.005555555555555556	0.016666666666666666	0.005555555555555556	0.016666666666666666	0.005555555555555556	0.011111111111111112	0.005555555555555556	0.0	0.016666666666666666	0.0	0.011111111111111112	0.005555555555555556	0.0	0.005555555555555556	0.016666666666666666	0.0	0.005555555555555556	0.011111111111111112	0.011111111111111112	0.005555555555555556	0.011111111111111112	0.011111111111111112	0.011111111111111112	0.011111111111111112	0.005555555555555556	0.005555555555555556	0.011111111111111112	0.011111111111111112	0.0	0.005555555555555556	0.005555555555555556	0.005555555555555556	0.005555555555555556	0.005555555555555556	0.0	0.011111111111111112	0.011111111111111112	0.011111111111111112	0.0	0.0	0.0	0.0
S_enterica_LT2_RAND_1097	-0.7	0	1000	0	0	0	0	0.019230769230769232	0.038461538461538464	0.0	0.038461538461538464	0.0	0.019230769230769232	0.019230769230769232	0.019230769230769232	0.0	0.0	0.0	0.0	0.038461538461538464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019230769230769232	0.019230769230769232	0.019230769230769232	0.019230769230769232	0.019230769230769232	0.038461538461538464	0.019230769230769232	0.0	0.0	0.0	0.019230769230769232	0.0	0.0	0.0	0.0	0.0	0.019230769230769232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019230769230769232	0.019230769230769232	0.0	0.0	0.0	0.0	0.019230769230769232	0.019230769230769232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038461538461538464	0.0	0.0	0.019230769230769232	0.0	0.0	0.019230769230769232	0.0	0.0	0.019230769230769232	0.0	0.0	0.0	0.019230769230769232	0.0	0.0	0.019230769230769232	0.019230769230769232	0.0	0.0	0.0	0.0	0.0	0.0	0.019230769230769232	0.0	0.019230769230769232	0.038461538461538464	0.019230769230769232	0.019230769230769232	0.0	0.0	0.0	0.0	0.019230769230769232	0.019230769230769232	0.0	0.0	0.0	0.0	0.0	0.019230769230769232	0.0	0.0	0.0	0.0	0.0	0.019230769230769232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019230769230769232	0.0	0.019230769230769232	0.0	0.019230769230769232	0.07692307692307693	0.0	0.0	0.0	0.0	0.0	0.0	0.019230769230769232	0.019230769230769232	0.019230769230769232
S_enterica_LT2_RAND_1102	-27.3	-62	186	0	1	0	1	0.0078125	0.015625	0.0	0.0078125	0.0078125	0.03125	0.0	0.015625	0.0078125	0.0078125	0.0	0.0078125	0.015625	0.0	0.0234375	0.0	0.015625	0.0	0.0	0.0078125	0.03125	0.0	0.015625	0.015625	0.0078125	0.0	0.0078125	0.0	0.0078125	0.0078125	0.0078125	0.0	0.0	0.0	0.0078125	0.015625	0.0	0.0234375	0.0	0.0	0.0	0.0	0.0	0.0078125	0.0078125	0.015625	0.0078125	0.0078125	0.0	0.0078125	0.0078125	0.015625	0.0078125	0.0078125	0.015625	0.015625	0.0078125	0.0078125	0.015625	0.015625	0.0078125	0.0078125	0.0078125	0.0	0.0	0.0078125	0.015625	0.0078125	0.0078125	0.0	0.0	0.0	0.0234375	0.0	0.0	0.0	0.0078125	0.0078125	0.0	0.0	0.0	0.0078125	0.0234375	0.0	0.0078125	0.0078125	0.015625	0.0	0.0078125	0.0	0.015625	0.015625	0.0	0.0	0.015625	0.0	0.0	0.0078125	0.0078125	0.0078125	0.0	0.015625	0.0078125	0.0078125	0.0	0.0078125	0.0	0.015625	0.0078125	0.0	0.0	0.0	0.015625	0.0234375	0.015625	0.0078125	0.0	0.0	0.0	0.0	0.015625	0.0078125	0.0	0.015625	0.0234375	0.0078125	0.0078125	0.0	0.0	0.0078125	0.0234375	0.0078125	0.0078125	0.015625	0.0	0.0
S_enterica_LT2_RAND_1114	-11.1	0	0	0	1	31	0	0.012658227848101266	0.012658227848101266	0.0	0.0379746835443038	0.02531645569620253	0.0	0.012658227848101266	0.012658227848101266	0.0	0.0	0.0	0.012658227848101266	0.012658227848101266	0.0	0.0379746835443038	0.012658227848101266	0.012658227848101266	0.0	0.012658227848101266	0.012658227848101266	0.0	0.012658227848101266	0.0	0.0	0.02531645569620253	0.0	0.0	0.0	0.012658227848101266	0.0	0.0	0.012658227848101266	0.0	0.0	0.0	0.0	0.0	0.012658227848101266	0.0	0.0	0.0	0.0	0.012658227848101266	0.0	0.0	0.05063291139240506	0.0379746835443038	0.0	0.012658227848101266	0.012658227848101266	0.0	0.012658227848101266	0.012658227848101266	0.05063291139240506	0.012658227848101266	0.012658227848101266	0.02531645569620253	0.0	0.02531645569620253	0.0	0.0	0.0	0.0	0.012658227848101266	0.012658227848101266	0.012658227848101266	0.0	0.05063291139240506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012658227848101266	0.012658227848101266	0.012658227848101266	0.0	0.0	0.0	0.02531645569620253	0.0	0.0	0.0	0.0	0.0	0.0	0.012658227848101266	0.0	0.0	0.012658227848101266	0.0	0.0	0.0	0.0	0.0	0.012658227848101266	0.012658227848101266	0.0	0.02531645569620253	0.0	0.0	0.0	0.0	0.0	0.02531645569620253	0.0	0.012658227848101266	0.012658227848101266	0.012658227848101266	0.0	0.0	0.0	0.0	0.0	0.0	0.02531645569620253	0.0	0.0	0.012658227848101266	0.0	0.0	0.0	0.0	0.0379746835443038	0.0	0.012658227848101266	0.0	0.012658227848101266	0.0	0.0	0.0	0.0	0.02531645569620253	0.0
S_enterica_LT2_RAND_1154	-15.1	-1000	406	0	0	0	0	0.034482758620689655	0.020689655172413793	0.013793103448275862	0.006896551724137931	0.020689655172413793	0.013793103448275862	0.006896551724137931	0.006896551724137931	0.020689655172413793	0.0	0.0	0.0	0.006896551724137931	0.006896551724137931	0.013793103448275862	0.020689655172413793	0.013793103448275862	0.0	0.013793103448275862	0.006896551724137931	0.006896551724137931	0.0	0.020689655172413793	0.0	0.006896551724137931	0.020689655172413793	0.013793103448275862	0.0	0.0	0.006896551724137931	0.0	0.006896551724137931	0.0	0.0	0.020689655172413793	0.006896551724137931	0.0	0.006896551724137931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006896551724137931	0.034482758620689655	0.0	0.0	0.0	0.013793103448275862	0.020689655172413793	0.006896551724137931	0.006896551724137931	0.020689655172413793	0.027586206896551724	0.013793103448275862	0.020689655172413793	0.006896551724137931	0.013793103448275862	0.006896551724137931	0.006896551724137931	0.0	0.013793103448275862	0.006896551724137931	0.013793103448275862	0.0	0.006896551724137931	0.020689655172413793	0.0	0.006896551724137931	0.006896551724137931	0.0	0.0	0.0	0.006896551724137931	0.013793103448275862	0.006896551724137931	0.006896551724137931	0.0	0.0	0.0	0.0	0.0	0.0	0.020689655172413793	0.0	0.0	0.020689655172413793	0.013793103448275862	0.006896551724137931	0.0	0.0	0.0	0.006896551724137931	0.0	0.006896551724137931	0.0	0.0	0.0	0.013793103448275862	0.006896551724137931	0.0	0.0	0.0	0.0	0.013793103448275862	0.006896551724137931	0.020689655172413793	0.013793103448275862	0.006896551724137931	0.0	0.0	0.0	0.0	0.020689655172413793	0.0	0.006896551724137931	0.0	0.006896551724137931	0.020689655172413793	0.006896551724137931	0.0	0.006896551724137931	0.0	0.006896551724137931	0.020689655172413793	0.006896551724137931	0.0	0.006896551724137931	0.006896551724137931	0.020689655172413793	0.0	0.006896551724137931	0.013793103448275862	0.020689655172413793
S_enterica_LT2_RAND_1484	-63.9	0	1000	0	1	39	1	0.029166666666666667	0.016666666666666666	0.004166666666666667	0.008333333333333333	0.0	0.008333333333333333	0.0125	0.004166666666666667	0.004166666666666667	0.008333333333333333	0.004166666666666667	0.0	0.008333333333333333	0.004166666666666667	0.008333333333333333	0.004166666666666667	0.004166666666666667	0.004166666666666667	0.008333333333333333	0.0	0.008333333333333333	0.004166666666666667	0.008333333333333333	0.004166666666666667	0.008333333333333333	0.0125	0.0125	0.004166666666666667	0.004166666666666667	0.0	0.008333333333333333	0.004166666666666667	0.004166666666666667	0.008333333333333333	0.0125	0.008333333333333333	0.0125	0.016666666666666666	0.0	0.004166666666666667	0.020833333333333336	0.0	0.004166666666666667	0.0	0.004166666666666667	0.008333333333333333	0.004166666666666667	0.008333333333333333	0.008333333333333333	0.008333333333333333	0.008333333333333333	0.025	0.0125	0.0	0.016666666666666666	0.0125	0.0	0.008333333333333333	0.008333333333333333	0.0	0.004166666666666667	0.0	0.004166666666666667	0.004166666666666667	0.004166666666666667	0.008333333333333333	0.016666666666666666	0.0	0.0125	0.004166666666666667	0.0	0.0	0.0125	0.004166666666666667	0.008333333333333333	0.0125	0.0	0.020833333333333336	0.004166666666666667	0.004166666666666667	0.004166666666666667	0.004166666666666667	0.004166666666666667	0.004166666666666667	0.008333333333333333	0.020833333333333336	0.0125	0.016666666666666666	0.0	0.016666666666666666	0.008333333333333333	0.004166666666666667	0.016666666666666666	0.0	0.004166666666666667	0.008333333333333333	0.004166666666666667	0.0125	0.0	0.008333333333333333	0.0125	0.004166666666666667	0.0	0.008333333333333333	0.016666666666666666	0.004166666666666667	0.020833333333333336	0.008333333333333333	0.008333333333333333	0.004166666666666667	0.0125	0.008333333333333333	0.020833333333333332	0.008333333333333333	0.016666666666666666	0.0125	0.0	0.008333333333333333	0.0	0.004166666666666667	0.004166666666666667	0.0125	0.004166666666666667	0.008333333333333333	0.004166666666666667	0.004166666666666667	0.008333333333333333	0.016666666666666666	0.004166666666666667	0.004166666666666667	0.008333333333333333	0.004166666666666667	0.004166666666666667	0.004166666666666667	0.0	0.0
S_enterica_LT2_RAND_1545	-18.05	-418	1000	0	1	0	1	0.0072992700729927005	0.0072992700729927005	0.014598540145985401	0.021897810218978103	0.0	0.0	0.0072992700729927005	0.0072992700729927005	0.0072992700729927005	0.014598540145985401	0.0	0.014598540145985401	0.0072992700729927005	0.0072992700729927005	0.029197080291970802	0.0	0.0072992700729927005	0.0072992700729927005	0.0072992700729927005	0.014598540145985401	0.0072992700729927005	0.0	0.0072992700729927005	0.0	0.0072992700729927005	0.0072992700729927005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014598540145985401	0.0072992700729927005	0.014598540145985401	0.0	0.0072992700729927005	0.0	0.0072992700729927005	0.0072992700729927005	0.0	0.0	0.0072992700729927005	0.021897810218978103	0.0	0.0	0.0	0.014598540145985401	0.0072992700729927005	0.021897810218978103	0.0072992700729927005	0.029197080291970802	0.014598540145985401	0.0072992700729927005	0.0	0.014598540145985401	0.021897810218978103	0.0	0.0072992700729927005	0.021897810218978103	0.0	0.0	0.0072992700729927005	0.021897810218978103	0.014598540145985401	0.0	0.021897810218978103	0.0072992700729927005	0.014598540145985401	0.021897810218978103	0.021897810218978103	0.0	0.0072992700729927005	0.0	0.0072992700729927005	0.0072992700729927005	0.0072992700729927005	0.0	0.0	0.0	0.014598540145985401	0.0	0.0072992700729927005	0.021897810218978103	0.0	0.014598540145985401	0.0072992700729927005	0.0072992700729927005	0.0	0.0	0.0	0.0	0.0	0.0	0.0072992700729927005	0.0072992700729927005	0.014598540145985401	0.0	0.0072992700729927005	0.0072992700729927005	0.014598540145985401	0.014598540145985401	0.0	0.0	0.014598540145985401	0.0072992700729927005	0.014598540145985401	0.0	0.058394160583941604	0.0	0.0072992700729927005	0.0072992700729927005	0.0	0.0072992700729927005	0.014598540145985401	0.0364963503649635	0.0	0.0072992700729927005	0.0	0.0072992700729927005	0.0	0.0	0.0	0.0	0.014598540145985401	0.0	0.0	0.0	0.0072992700729927005	0.0072992700729927005	0.0072992700729927005	0.0072992700729927005	0.0	0.0
